product_name,baseProduct,product_price_currency,product_price_formatted,product_price_type,product_price_value,badges,categories,category_codes,option_code,option_productName,option_sellable,option_stock_status,option_price_value,color_name,color_value,size
"lululemon Energy Bra *High Support, B–DDD Cups",PROD10520356_LULU,AED,AED 285.00,BUY,285.0,New,"New in, Sports Bras, Winter Edit, Sports Clothing for Women, Womens, Root Lululemon, Travel Edit, Summer Shop, Running Clothes for Women, Seasonal","new, womens-sports-bras, winter-treats, womens-activity, women, root-0, travel-edit, summer-shop, women-activity-running, edits",UPV0908813,"lululemon Energy Bra *High Support, B–DDD Cups",True,lowStock,285.0,RAINFOREST GREEN,color-rainforest-green,36C
"lululemon Energy Bra *High Support, B–DDD Cups",PROD10520356_LULU,AED,AED 285.00,BUY,285.0,New,"New in, Sports Bras, Winter Edit, Sports Clothing for Women, Womens, Root Lululemon, Travel Edit, Summer Shop, Running Clothes for Women, Seasonal","new, womens-sports-bras, winter-treats, womens-activity, women, root-0, travel-edit, summer-shop, women-activity-running, edits",UPV0857892,"lululemon Energy Bra *High Support, B–DDD Cups",True,lowStock,285.0,BLACK,Color-Black,32D
"lululemon Energy Bra *High Support, B–DDD Cups",PROD10520356_LULU,AED,AED 285.00,BUY,285.0,New,"New in, Sports Bras, Winter Edit, Sports Clothing for Women, Womens, Root Lululemon, Travel Edit, Summer Shop, Running Clothes for Women, Seasonal","new, womens-sports-bras, winter-treats, womens-activity, women, root-0, travel-edit, summer-shop, women-activity-running, edits",UPV0863139,"lululemon Energy Bra *High Support, B–DDD Cups",True,lowStock,285.0,TRUE NAVY,color-true-navy,36B
"lululemon Energy Bra *High Support, B–DDD Cups",PROD10520356_LULU,AED,AED 285.00,BUY,285.0,New,"New in, Sports Bras, Winter Edit, Sports Clothing for Women, Womens, Root Lululemon, Travel Edit, Summer Shop, Running Clothes for Women, Seasonal","new, womens-sports-bras, winter-treats, womens-activity, women, root-0, travel-edit, summer-shop, women-activity-running, edits",UPV0992315,"lululemon Energy Bra *High Support, B–DDD Cups",True,lowStock,310.0,WHITE,Color-White,32B
"lululemon Energy Bra *High Support, B–DDD Cups",PROD10520356_LULU,AED,AED 285.00,BUY,285.0,New,"New in, Sports Bras, Winter Edit, Sports Clothing for Women, Womens, Root Lululemon, Travel Edit, Summer Shop, Running Clothes for Women, Seasonal","new, womens-sports-bras, winter-treats, womens-activity, women, root-0, travel-edit, summer-shop, women-activity-running, edits",FUA0099495D,"lululemon Energy Bra *High Support, B–DDD Cups",True,lowStock,310.0,FOG GREEN,color-fog-green,38DD
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,AED,AED 300.00,BUY,300.0,New,"New in, Women's Shorts, Align™ Collection, Womens, Root Lululemon, The Winter Drop, Summer Shop, Seasonal, Sports Clothing for Women, Travel Edit, Women's Collections, mss, Yoga Clothes for Women, Fall Edit, Lavender Lux, Women's Collections, The Spring Edit","new, womens-shorts, the-align-collection, women, root-0, the-winter-drop, summer-shop, edits, womens-activity, travel-edit, women-guides, mss, women-activity-yoga, the-fall-edit, color-focus, womens-collections, the-spring-edit",UPV0789558,"lululemon Align™ High-Rise Short 6""",True,lowStock,300.0,BLACK,Color-Black,12
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,AED,AED 300.00,BUY,300.0,New,"New in, Women's Shorts, Align™ Collection, Womens, Root Lululemon, The Winter Drop, Summer Shop, Seasonal, Sports Clothing for Women, Travel Edit, Women's Collections, mss, Yoga Clothes for Women, Fall Edit, Lavender Lux, Women's Collections, The Spring Edit","new, womens-shorts, the-align-collection, women, root-0, the-winter-drop, summer-shop, edits, womens-activity, travel-edit, women-guides, mss, women-activity-yoga, the-fall-edit, color-focus, womens-collections, the-spring-edit",FUA0109127D,"lululemon Align™ High-Rise Short 6""",True,lowStock,300.0,BLUE TWILL,color-blue-twill,12
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,AED,AED 300.00,BUY,300.0,New,"New in, Women's Shorts, Align™ Collection, Womens, Root Lululemon, The Winter Drop, Summer Shop, Seasonal, Sports Clothing for Women, Travel Edit, Women's Collections, mss, Yoga Clothes for Women, Fall Edit, Lavender Lux, Women's Collections, The Spring Edit","new, womens-shorts, the-align-collection, women, root-0, the-winter-drop, summer-shop, edits, womens-activity, travel-edit, women-guides, mss, women-activity-yoga, the-fall-edit, color-focus, womens-collections, the-spring-edit",FUA0108437D,"lululemon Align™ High-Rise Short 6""",True,lowStock,300.0,PALM DECO,color-palm-deco,8
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,AED,AED 300.00,BUY,300.0,New,"New in, Women's Shorts, Align™ Collection, Womens, Root Lululemon, The Winter Drop, Summer Shop, Seasonal, Sports Clothing for Women, Travel Edit, Women's Collections, mss, Yoga Clothes for Women, Fall Edit, Lavender Lux, Women's Collections, The Spring Edit","new, womens-shorts, the-align-collection, women, root-0, the-winter-drop, summer-shop, edits, womens-activity, travel-edit, women-guides, mss, women-activity-yoga, the-fall-edit, color-focus, womens-collections, the-spring-edit",FUA0108441D,"lululemon Align™ High-Rise Short 6""",True,lowStock,300.0,BLISSFUL PINK,color-blissful-pink,2
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,AED,AED 300.00,BUY,300.0,New,"New in, Women's Shorts, Align™ Collection, Womens, Root Lululemon, The Winter Drop, Summer Shop, Seasonal, Sports Clothing for Women, Travel Edit, Women's Collections, mss, Yoga Clothes for Women, Fall Edit, Lavender Lux, Women's Collections, The Spring Edit","new, womens-shorts, the-align-collection, women, root-0, the-winter-drop, summer-shop, edits, womens-activity, travel-edit, women-guides, mss, women-activity-yoga, the-fall-edit, color-focus, womens-collections, the-spring-edit",FUA0108459D,"lululemon Align™ High-Rise Short 6""",True,lowStock,300.0,MINK BERRY,color-mink-berry,10
